word,count,weight
chime,1115076,3.0
remit,1111713,3.0
exert,1109622,3.0
pinto,1108872,3.0
lucid,1105349,3.0
infer,1104540,3.0
dandy,1098188,3.0
synod,1095269,3.0
lousy,1095083,3.0
caddy,1094377,3.0
bleak,1088632,3.0
tramp,1087707,3.0
lathe,1073261,3.0
bylaw,1070798,3.0
crook,1067661,3.0
stale,1065657,3.0
putty,1065017,3.0
patsy,1064602,3.0
haste,1059853,3.0
prong,1059042,3.0
berth,1056010,3.0
lingo,1055245,3.0
piggy,1053871,3.0
lager,1050146,3.0
foyer,1042532,3.0
brood,1042305,3.0
azure,1042257,3.0
sniff,1041321,3.0
posse,1038358,3.0
pixie,1037554,3.0
unset,1035406,3.0
melee,1034523,3.0
llama,1033922,3.0
vowel,1033509,3.0
fecal,1032064,3.0
humid,1026485,3.0
guile,1026260,3.0
lofty,1018661,3.0
moron,1017416,3.0
dogma,1016614,3.0
winch,1016374,3.0
unzip,1014009,3.0
floss,1013783,3.0
shawl,1011728,3.0
pence,1009358,3.0
thyme,1007823,3.0
ovary,1003163,3.0
abbot,992552,2.0
magma,992528,2.0
arson,989351,2.0
geeky,987806,2.0
haunt,985188,2.0
braid,981945,2.0
lefty,978333,2.0
vigor,977544,2.0
deuce,970434,2.0
riser,969986,2.0
knoll,965905,2.0
inlay,965778,2.0
craze,962477,2.0
totem,955271,2.0
carve,952422,2.0
apnea,950562,2.0
swish,949054,2.0
relic,947341,2.0
ethos,946491,2.0
cling,946281,2.0
nudge,942601,2.0
skunk,937406,2.0
anvil,936808,2.0
stalk,936028,2.0
inert,935898,2.0
eject,935010,2.0
rayon,934490,2.0
mocha,933522,2.0
squat,925062,2.0
pubic,923627,2.0
tiara,923335,2.0
koala,922217,2.0
crock,918524,2.0
retry,916420,2.0
primo,912120,2.0
flank,910609,2.0
atoll,908471,2.0
spoof,907481,2.0
spout,905624,2.0
hefty,905281,2.0
hoist,905107,2.0
agate,900451,2.0
swami,900023,2.0
feral,897865,2.0
truce,897431,2.0
petal,895903,2.0
pluck,891481,2.0
prick,891337,2.0
ascot,888745,2.0
vixen,885674,2.0
bulge,881613,2.0
slump,878659,2.0
gloom,878018,2.0
stink,872742,2.0
overt,871540,2.0
slime,869502,2.0
swung,867135,2.0
libel,866830,2.0
skier,863046,2.0
snuff,861230,2.0
talon,858061,2.0
stint,855795,2.0
sieve,851108,2.0
binge,850412,2.0
jazzy,849457,2.0
limbo,847468,2.0
shove,847364,2.0
flake,847014,2.0
wiser,841127,2.0
flung,838045,2.0
juror,837876,2.0
donut,836168,2.0
tenet,834143,2.0
chute,834005,2.0
mulch,833160,2.0
whine,832743,2.0
vicar,825292,2.0
prank,825027,2.0
suing,816011,2.0
brine,816003,2.0
fluff,814535,2.0
unfit,814145,2.0
rouse,812361,2.0
spiel,811922,2.0
scamp,810996,2.0
evoke,804417,2.0
gully,800734,2.0
agora,797585,2.0
macho,797523,2.0
bagel,792721,2.0
amaze,791672,2.0
easel,791426,2.0
quill,790160,2.0
verso,788583,2.0
cleft,787981,2.0
groin,784476,2.0
latte,783412,2.0
mourn,779010,2.0
girly,778626,2.0
blurb,776249,2.0
erode,774411,2.0
brisk,774000,2.0
eerie,772484,2.0
shale,769742,2.0
anode,768949,2.0
crepe,768351,2.0
avert,767435,2.0
guise,767344,2.0
vomit,767124,2.0
bongo,767108,2.0
shaky,766843,2.0
bloke,766763,2.0
phony,765758,2.0
jetty,765224,2.0
rerun,763880,2.0
jerky,763325,2.0
morph,759670,2.0
speck,757962,2.0
papal,754586,2.0
mogul,753098,2.0
droit,750988,2.0
frown,742356,2.0
privy,742055,2.0
sepia,741438,2.0
goody,733518,2.0
stork,728360,2.0
tunic,727598,2.0
farce,727546,2.0
howdy,726642,2.0
whack,725891,2.0
drone,725818,2.0
godly,725475,2.0
spire,725421,2.0
stead,724786,2.0
shrug,720506,2.0
covey,720367,2.0
wince,717079,2.0
bosom,712863,2.0
picky,711200,2.0
lumen,710305,2.0
tonal,707113,2.0
foggy,704386,2.0
shone,704369,2.0
leafy,704018,2.0
trove,702353,2.0
filer,702264,2.0
lusty,702157,2.0
steed,701658,2.0
hasty,700024,2.0
munch,699127,2.0
clove,698870,2.0
leech,698609,2.0
giver,698546,2.0
nymph,697326,2.0
frail,696174,2.0
churn,694218,2.0
awoke,688520,2.0
parka,688453,2.0
prune,688443,2.0
cairn,688283,2.0
nutty,686428,2.0
sever,686306,2.0
fling,682999,2.0
drier,679179,2.0
crumb,673404,2.0
pinky,672775,2.0
grate,672155,2.0
fiend,670385,2.0
pique,664313,2.0
swore,663914,2.0
fishy,658490,2.0
filmy,657205,2.0
timid,657204,2.0
leaky,650957,2.0
molar,650262,2.0
gulch,647573,2.0
bribe,646492,2.0
aorta,641057,2.0
delve,640909,2.0
crimp,640746,2.0
clout,639706,2.0
fella,639391,2.0
glyph,632257,2.0
plumb,631703,2.0
unify,631185,2.0
briar,630788,2.0
junta,629394,2.0
grout,628986,2.0
taker,625940,2.0
scorn,622924,2.0
whirl,622629,2.0
tibia,620778,2.0
pesky,619402,2.0
knack,616898,2.0
rivet,616847,2.0
grunt,616546,2.0
rabid,612676,2.0
cumin,612220,2.0
payee,611882,2.0
hippy,608617,2.0
roost,608008,2.0
evade,605626,2.0
shunt,604152,2.0
tawny,602308,2.0
mucus,600467,2.0
aptly,598371,2.0
liege,598284,2.0
sheik,596893,2.0
piety,595389,2.0
froze,594804,2.0
tacit,594255,2.0
whisk,591308,2.0
unmet,590631,2.0
mauve,589931,2.0
spore,589081,2.0
crept,588735,2.0
bugle,583867,2.0
radii,575939,2.0
roomy,574188,2.0
lasso,573529,2.0
bevel,571985,2.0
dodgy,571643,2.0
brawl,567755,2.0
tubal,566730,2.0
chore,565322,2.0
octal,557500,2.0
gauze,556178,2.0
amuse,554922,2.0
fixer,554896,2.0
idiom,554390,2.0
trawl,553588,2.0
gamut,553397,2.0
filet,550472,2.0
lorry,549887,2.0
saute,546457,2.0
revel,546018,2.0
madly,545418,2.0
gripe,545043,2.0
lowly,543486,2.0
scant,543285,2.0
flier,542812,2.0
amity,540428,2.0
drool,539170,2.0
zonal,536783,2.0
freer,534734,2.0
murky,532036,2.0
cabal,531622,2.0
cynic,525906,2.0
pesto,521625,2.0
bough,520067,2.0
sloth,519428,2.0
tacky,519106,2.0
chasm,517410,2.0
masse,515818,2.0
decoy,514956,2.0
grime,514156,2.0
rigor,513599,2.0
gusto,512932,2.0
dwelt,512083,2.0
hilly,511265,2.0
prawn,510828,2.0
rowdy,510507,2.0
torus,509986,2.0
chock,508651,2.0
curio,506765,2.0
voila,506278,2.0
savor,506115,2.0
tabby,504455,2.0
gourd,502106,2.0
foray,499808,2.0
filly,499537,2.0
aloft,497342,2.0
slurp,495920,2.0
bathe,494252,2.0
girth,492919,2.0
brunt,489270,2.0
ember,488846,2.0
islet,488105,2.0
caper,485193,2.0
quack,484886,2.0
drape,484861,2.0
giddy,483433,2.0
broil,479526,2.0
cacti,478989,2.0
jiffy,475865,2.0
saucy,474568,2.0
askew,473664,2.0
groan,473578,2.0
abate,470646,2.0
mossy,470059,2.0
hater,467834,2.0
expel,467751,2.0
swoop,467481,2.0
gumbo,467464,2.0
adorn,464591,2.0
larva,462298,2.0
growl,461820,2.0
brash,461753,2.0
chard,459373,2.0
sully,458846,2.0
inept,458533,2.0
thump,456603,2.0
salvo,454555,2.0
fleck,454043,2.0
alibi,448710,2.0
credo,446499,2.0
femur,446209,2.0
bushy,445882,2.0
golem,444797,2.0
affix,444121,2.0
quirk,444069,2.0
flaky,442666,2.0
repel,439316,2.0
puree,438733,2.0
swath,438339,2.0
harem,435962,2.0
fussy,435961,2.0
shoal,435185,2.0
heady,434375,2.0
hoard,433375,2.0
spelt,431427,2.0
nerdy,431324,2.0
knelt,429464,2.0
cinch,427247,2.0
scrum,425870,2.0
snipe,425778,2.0
salve,423303,2.0
friar,422181,2.0
pygmy,421975,2.0
pansy,420775,2.0
dingo,420174,2.0
baggy,419677,2.0
heist,419629,2.0
wield,419233,2.0
adage,419158,2.0
budge,418361,2.0
kneel,417602,2.0
batty,416010,2.0
twine,415457,2.0
agape,414471,2.0
bilge,412304,2.0
scour,411478,2.0
leapt,411241,2.0
taffy,411033,2.0
boney,409772,2.0
bitty,409188,2.0
flack,408860,2.0
crass,408565,2.0
rumba,404980,2.0
spunk,404915,2.0
stung,404657,2.0
smirk,403780,2.0
cramp,402123,2.0
fugue,400733,2.0
penne,400010,2.0
bleep,397961,2.0
igloo,397625,2.0
allot,396325,2.0
meaty,395095,2.0
egret,394773,2.0
piney,394672,2.0
felon,392714,2.0
spasm,391339,2.0
dusky,390563,2.0
slush,389608,2.0
vouch,388963,2.0
gipsy,387772,2.0
ruddy,387590,2.0
fjord,387543,2.0
dirge,384505,2.0
edict,382916,2.0
shrew,382770,2.0
mirth,381439,2.0
booby,379438,2.0
conch,379190,2.0
corny,378659,2.0
noose,378201,2.0
recur,378119,2.0
taint,375008,2.0
crier,374599,2.0
beset,373969,2.0
ramen,373754,2.0
ladle,372653,2.0
surly,372213,2.0
cleat,371970,2.0
beefy,366863,2.0
spiny,366114,2.0
clung,365864,2.0
graze,364990,2.0
afoot,364417,2.0
woken,364304,2.0
hotly,364264,2.0
stave,363443,2.0
crick,362258,2.0
stoop,360440,2.0
curvy,360365,2.0
tithe,359291,2.0
idler,358013,2.0
gleam,356949,2.0
tamer,355602,2.0
trice,354532,2.0
nadir,353146,2.0
gavel,352668,2.0
splat,350981,2.0
vying,348440,2.0
pooch,348386,2.0
ensue,347067,2.0
slimy,346686,2.0
clump,345355,2.0
tilde,344748,2.0
prowl,343421,2.0
dimly,342692,2.0
hymen,341598,2.0
forgo,340426,2.0
poise,339263,2.0
duchy,339003,2.0
etude,338721,2.0
gaunt,338487,2.0
suave,336960,2.0
tulle,336799,2.0
gooey,335656,2.0
tangy,333638,2.0
artsy,333481,2.0
whoop,331753,2.0
cacao,331714,2.0
soggy,331525,2.0
beret,330199,2.0
golly,329846,2.0
crump,328553,2.0
mince,328039,2.0
hunch,327195,2.0
spurt,325911,2.0
umbra,321800,2.0
amply,321480,2.0
inane,319343,2.0
spook,318653,2.0
olden,318215,2.0
reedy,316918,2.0
wreak,316442,2.0
bloat,315923,2.0
wench,310447,2.0
midge,308737,2.0
sleet,305148,2.0
soapy,303519,2.0
tardy,303140,2.0
smelt,301053,2.0
yearn,300957,2.0
erupt,300083,2.0
lumpy,296904,2.0
heave,296454,2.0
rarer,296244,2.0
coven,295821,2.0
elegy,295636,2.0
sloop,295505,2.0
taunt,295148,2.0
aphid,295138,2.0
myrrh,294893,2.0
chaff,294863,2.0
showy,294798,2.0
emcee,294621,2.0
spied,294373,2.0
aloof,294291,2.0
snore,294125,2.0
quell,292803,2.0
posit,292597,2.0
downy,288639,2.0
lemur,287912,2.0
terse,287692,2.0
utile,287546,2.0
trite,287494,2.0
shard,287428,2.0
dowel,285802,2.0
seedy,284954,2.0
quoth,282770,2.0
ditty,281979,2.0
skiff,281833,2.0
gummy,281705,2.0
rebar,281535,2.0
hunky,279599,2.0
tipsy,279464,2.0
cress,279364,2.0
ficus,278867,2.0
froth,278469,2.0
smote,276278,2.0
axion,276049,2.0
mushy,275321,2.0
dowry,275011,2.0
snuck,274495,2.0
awash,274221,2.0
aback,272920,2.0
scaly,272847,2.0
glint,272373,2.0
stoic,272080,2.0
amiss,271389,2.0
livid,270785,2.0
smite,270393,2.0
chump,270215,2.0
hyena,268889,2.0
pleat,266830,2.0
swash,265955,2.0
clank,265523,2.0
blimp,263458,2.0
loopy,263368,2.0
macaw,261749,2.0
plier,260940,2.0
banal,260129,2.0
guava,259541,2.0
wimpy,258895,2.0
snout,258314,2.0
bigot,258267,2.0
wooly,256170,2.0
irate,256072,2.0
pushy,255990,2.0
dingy,255349,2.0
truer,254461,2.0
slung,253265,2.0
burly,250632,2.0
mange,250483,2.0
gaudy,248813,2.0
swoon,248694,2.0
kebab,248067,2.0
ghoul,247064,2.0
clack,246726,2.0
whiff,246582,2.0
caulk,245944,2.0
tuber,243798,2.0
plied,243191,2.0
twang,243118,2.0
ombre,243069,2.0
gouge,240551,2.0
chirp,240510,2.0
halve,240290,2.0
rower,239796,2.0
aunty,239524,2.0
snide,238032,2.0
gruff,237505,2.0
buxom,237464,2.0
musty,237343,2.0
knead,235592,2.0
rebut,235254,2.0
segue,234120,2.0
twirl,234072,2.0
ingot,234052,2.0
guppy,233792,2.0
glean,232952,2.0
pasty,231237,2.0
crone,229759,2.0
rebus,227042,2.0
foamy,226531,2.0
lurid,226354,2.0
whiny,225341,2.0
miser,222219,2.0
tepid,220695,2.0
smock,220361,2.0
sooty,220245,2.0
covet,219812,2.0
minty,218953,2.0
waver,217064,2.0
conic,216832,2.0
sappy,216405,2.0
elude,215496,2.0
tripe,215448,2.0
spilt,214786,2.0
shyly,213165,2.0
scone,213031,2.0
throb,212889,2.0
evict,211591,2.0
neigh,211412,2.0
balmy,210906,2.0
zesty,210124,2.0
canny,209480,2.0
krill,208654,2.0
moldy,208515,2.0
tryst,205722,2.0
lurch,204983,2.0
quash,204823,2.0
sneer,203583,2.0
allay,203474,2.0
decry,203238,2.0
gusty,202515,2.0
leper,200592,2.0
lunge,199129,2.0
polyp,197981,2.0
refit,197564,2.0
slink,196197,2.0
droll,196087,2.0
endow,195844,2.0
joist,194739,2.0
fizzy,194519,2.0
offal,194416,2.0
staid,194345,2.0
pithy,194285,2.0
shirk,194196,2.0
exalt,193526,2.0
begat,191296,2.0
ripen,191197,2.0
brawn,191036,2.0
wring,188579,2.0
stilt,188393,2.0
clang,187651,2.0
humus,186734,2.0
frock,185379,2.0
wrest,185267,2.0
ashen,184747,2.0
snarl,184639,2.0
leggy,182670,2.0
amass,181774,2.0
iliac,181298,2.0
spiky,181090,2.0
sumac,181045,2.0
wordy,180947,2.0
jaunt,180434,2.0
louse,178544,2.0
scoff,177728,2.0
musky,177529,2.0
furor,177433,2.0
udder,175766,2.0
biome,174268,2.0
flume,173970,2.0
borax,172497,2.0
usurp,171456,2.0
scold,170208,2.0
croak,169181,2.0
abhor,169167,2.0
dopey,169040,2.0
tweet,168757,2.0
leery,168700,2.0
elfin,168528,2.0
jumpy,168187,2.0
testy,167487,2.0
minim,165667,2.0
clink,164177,2.0
bossy,163576,2.0
bicep,162754,2.0
dicey,161963,2.0
dowdy,161797,2.0
dilly,161256,2.0
bawdy,160667,2.0
joust,160309,2.0
weedy,160228,2.0
grope,160148,2.0
afoul,159727,2.0
rajah,157089,2.0
sulky,156355,2.0
droop,156194,2.0
flail,155382,2.0
ardor,155258,2.0
dross,154345,2.0
baler,153800,2.0
atone,152901,2.0
paler,152772,2.0
frisk,152512,2.0
loath,151677,2.0
exult,151420,2.0
extol,149713,2.0
knave,149542,2.0
croup,149483,2.0
ratty,148678,2.0
scree,148396,2.0
antic,147936,2.0
recut,146984,2.0
ovine,146663,2.0
untie,146576,2.0
annul,146490,2.0
lanky,146488,2.0
outdo,146433,2.0
mammy,145805,2.0
ennui,145576,2.0
purer,145370,2.0
bleat,144793,2.0
sprig,143773,2.0
ovate,143727,2.0
dally,142954,2.0
shorn,142311,2.0
amble,141586,2.0
sooth,141125,2.0
aider,140957,2.0
scram,139774,2.0
grimy,139160,2.0
loamy,138014,2.0
biddy,137910,2.0
crony,137861,2.0
teary,137396,2.0
sower,137381,2.0
satyr,136838,2.0
lithe,135670,2.0
cluck,134048,2.0
gaffe,132748,2.0
liken,132264,2.0
nosey,132182,2.0
toddy,131875,2.0
gaily,131276,2.0
tatty,130077,2.0
gazer,129741,2.0
junto,128329,2.0
undid,126166,2.0
betel,126006,2.0
unwed,125824,2.0
clued,125391,2.0
creak,124122,2.0
eclat,123738,2.0
abled,122479,2.0
wrung,121159,2.0
augur,120764,2.0
idyll,120651,2.0
beget,119815,2.0
wispy,119494,2.0
chafe,118832,2.0
nobly,118764,2.0
feign,116753,2.0
mealy,116752,2.0
boule,116726,2.0
shuck,116293,2.0
scowl,115386,2.0
belch,115135,2.0
afire,113772,2.0
gloat,113594,2.0
squib,112968,2.0
dunce,112570,2.0
drawl,112289,2.0
warty,111349,2.0
mucky,111308,2.0
vapid,110502,2.0
aglow,110328,2.0
trope,109419,2.0
catty,107679,2.0
skimp,107336,2.0
harpy,107008,2.0
singe,106880,2.0
plunk,106835,2.0
caput,105633,2.0
raspy,105094,2.0
ovoid,105072,2.0
imbue,105068,2.0
acrid,104638,2.0
matey,104596,2.0
belie,103562,2.0
slyly,103507,2.0
shied,103457,2.0
opine,103450,2.0
plait,103227,2.0
scald,101839,2.0
leant,101406,2.0
stank,100733,2.0
frill,99652,1.0
dryly,96792,1.0
corer,96129,1.0
gonad,95676,1.0
baste,95369,1.0
cower,95006,1.0
deign,94806,1.0
unlit,94251,1.0
wryly,93928,1.0
prude,93351,1.0
botch,92410,1.0
swill,92032,1.0
copse,90567,1.0
ruder,89666,1.0
pudgy,89451,1.0
dumpy,88067,1.0
beady,87974,1.0
tapir,86809,1.0
blurt,86781,1.0
frond,86555,1.0
impel,86447,1.0
hussy,85775,1.0
saner,84491,1.0
pried,82841,1.0
gruel,82196,1.0
goner,80810,1.0
bluer,80668,1.0
flunk,79790,1.0
spurn,79323,1.0
hovel,76694,1.0
stunk,76458,1.0
fetid,75712,1.0
moult,75151,1.0
elope,74984,1.0
sinew,74869,1.0
riper,74056,1.0
twixt,73594,1.0
preen,73524,1.0
surer,73497,1.0
woozy,72439,1.0
flout,72396,1.0
boozy,71828,1.0
kneed,71162,1.0
whelp,70407,1.0
pouty,69818,1.0
edify,69341,1.0
oaken,69075,1.0
wrack,68820,1.0
pupal,68283,1.0
briny,66915,1.0
cagey,66504,1.0
dully,66436,1.0
chide,66368,1.0
gassy,63283,1.0
bused,62772,1.0
poesy,62166,1.0
gayer,62075,1.0
cabby,61542,1.0
odder,60826,1.0
humph,60767,1.0
gnash,60339,1.0
shush,60031,1.0
foist,55908,1.0
mangy,55682,1.0
debar,52384,1.0
coyly,52174,1.0
tepee,52048,1.0
slosh,51634,1.0
blare,49365,1.0
rearm,45604,1.0
demur,45556,1.0
aping,42534,1.0
pulpy,41088,1.0
slunk,40167,1.0
daunt,38855,1.0
ninny,38726,1.0
parer,38034,1.0
retch,37821,1.0
wooer,34897,1.0
qualm,34744,1.0
outgo,34007,1.0
waxen,31767,1.0
gawky,31136,1.0
eying,31044,1.0
befit,31021,1.0
abase,29383,1.0
gayly,29264,1.0
thrum,28106,1.0
cavil,27985,1.0
eking,26695,1.0
skulk,24018,1.0
elide,23795,1.0
icily,21127,1.0
unfed,20266,1.0
snaky,18580,1.0
vaunt,17134,1.0
elate,16161,1.0
